lead_time,resolution_k,in_sample_accuracy,out_sample_accuracy,in_sample_f1,out_sample_f1
15,6,0.7853968253968254,0.779047619047619,0.21628030403221482,0.21224419323869478
16,1,0.7909754529293845,0.7884480841168738,0.22668210554551654,0.22950847090389467
16,2,0.7963763127702762,0.7814558689717924,0.2971624760773336,0.2496211392776823
16,3,0.7928794583758842,0.7865291679304417,0.2585465860491656,0.24309099235767237
16,5,0.7890684216498356,0.7820827014457589,0.20005473630433324,0.1761043510841843
16,6,0.785097394001286,0.7820968557274289,0.21126363013172095,0.18824361560561814
17,1,0.7813043384925831,0.7806773834799313,0.1607660391188988,0.1354583027035857
17,2,0.787343148409354,0.7838600748154888,0.21078665207697464,0.1817098880256775
17,3,0.7938609262909594,0.7781498331816803,0.25959306799642934,0.1929618122377055
17,5,0.778762512454051,0.7832271762208067,0.14894969300644625,0.15587955733586803
17,6,0.780829285109059,0.7749489434839754,0.1880577079184919,0.1759084377966988
18,1,0.7853003782949031,0.7786310787584673,0.24000475061785576,0.2038298202114584
18,2,0.7854588548958898,0.7862663026994238,0.1877495183256584,0.19120683418998669
18,3,0.7829162730047189,0.7741745020725912,0.18609781619994634,0.14484814971909454
18,5,0.7833924616740845,0.7824446466484684,0.1810444324741752,0.1793873407916846
18,6,0.7835516971414769,0.7760792639773533,0.1760918821100523,0.15174314574314574
