seed,method,lam,tv,iou_true,iou_distractor,acc,f1
3,stg,0.25,0.05,0.8448275862068966,0.0,0.68,0.4482758620689655
3,l0,0.5,0.05,0.8448275862068966,0.0,0.66,0.39285714285714285
3,stg,0.5,0.05,0.8448275862068966,0.0,0.62,0.2692307692307692
3,l0,1.0,0.05,0.8448275862068966,0.005780346820809248,0.64,0.3333333333333333
3,stg,1.0,0.05,0.8448275862068966,0.023529411764705882,0.6,0.2
3,l0,2.0,0.05,0.8448275862068966,0.0,0.61,0.20408163265306123
3,stg,2.0,0.05,0.8448275862068966,0.041916167664670656,0.63,0.0975609756097561
3,l0,4.0,0.05,0.8448275862068966,0.0,0.64,0.3333333333333333
3,stg,4.0,0.05,0.8448275862068966,0.0,0.63,0.0
3,ours,0.02,0.05,0.7258064516129032,0.0,0.73,0.5714285714285714
3,ours,0.05,0.05,0.6850393700787402,0.0,0.69,0.4745762711864407
3,ours,0.1,0.05,0.8290598290598291,0.0,0.73,0.5714285714285714
3,ours,0.3,0.05,0.8290598290598291,0.0,0.67,0.42105263157894735
4,l0,0.25,0.0,0.712,0.0,0.65,0.5454545454545454
4,stg,0.25,0.0,0.41721854304635764,0.005780346820809248,0.66,0.5952380952380952
4,l0,0.5,0.0,0.6984126984126984,0.0,0.68,0.6
4,stg,0.5,0.0,0.7833333333333333,0.0,0.56,0.3333333333333333
4,l0,1.0,0.0,0.7540983606557377,0.0,0.65,0.5454545454545454
4,stg,1.0,0.0,0.8135593220338984,0.0,0.55,0.3076923076923077
4,l0,2.0,0.0,0.8448275862068966,0.0,0.63,0.4931506849315068
4,stg,2.0,0.0,0.8290598290598291,0.005780346820809248,0.53,0.22950819672131148
4,l0,4.0,0.0,0.7833333333333333,0.0,0.62,0.4864864864864865
4,stg,4.0,0.0,0.8448275862068966,0.005780346820809248,0.49,0.07272727272727272
4,ours,0.02,0.0,0.32098765432098764,0.0,0.68,0.6097560975609756
4,ours,0.05,0.0,0.34591194968553457,0.0,0.74,0.6976744186046512
4,ours,0.1,0.0,0.3717948717948718,0.0,0.69,0.6172839506172839
4,ours,0.3,0.0,0.539568345323741,0.0,0.7,0.6341463414634146
4,l0,0.25,0.05,0.8135593220338984,0.0,0.68,0.6
4,stg,0.25,0.05,0.7983193277310925,0.0,0.66,0.5526315789473685
4,l0,0.5,0.05,0.8290598290598291,0.0,0.65,0.5454545454545454
4,stg,0.5,0.05,0.8448275862068966,0.0,0.6,0.42857142857142855
4,l0,1.0,0.05,0.7833333333333333,0.0,0.62,0.5681818181818182
4,stg,1.0,0.05,0.8448275862068966,0.005780346820809248,0.57,0.3582089552238806
4,l0,2.0,0.05,0.8448275862068966,0.0,0.69,0.6352941176470588
4,stg,2.0,0.05,0.8448275862068966,0.005780346820809248,0.54,0.25806451612903225
4,l0,4.0,0.05,0.8448275862068966,0.0,0.62,0.4722222222222222
4,stg,4.0,0.05,0.8448275862068966,0.0,0.5,0.038461538461538464
4,ours,0.02,0.05,0.436241610738255,0.0,0.73,0.6823529411764706
4,ours,0.05,0.05,0.5285714285714286,0.0,0.71,0.6506024096385542
4,ours,0.1,0.05,0.5177304964539007,0.0,0.73,0.6896551724137931
4,ours,0.3,0.05,0.7258064516129032,0.0,0.7,0.6428571428571429
5,l0,0.25,0.0,0.7398373983739838,0.0,0.67,0.42105263157894735
5,stg,0.25,0.0,0.6850393700787402,0.0,0.68,0.4482758620689655
5,l0,0.5,0.0,0.8290598290598291,0.0,0.7,0.5
5,stg,0.5,0.0,0.712,0.0,0.69,0.4745762711864407
5,l0,1.0,0.0,0.8290598290598291,0.0,0.64,0.3333333333333333
5,stg,1.0,0.0,0.8290598290598291,0.0,0.58,0.125
5,l0,2.0,0.0,0.8290598290598291,0.0,0.69,0.4745762711864407
5,stg,2.0,0.0,0.8448275862068966,0.029585798816568046,0.61,0.1702127659574468
5,l0,4.0,0.0,0.8290598290598291,0.0,0.68,0.4482758620689655
