lead,n_samples,linear_AR,linear_full,cnn3d,cnn3d_sd
3,480,0.8851648351648351,0.7879120879120879,0.7999999999999999,0.013644381342263189
6,477,0.7445054945054945,0.6417582417582418,0.611904761904762,0.034754164888294255
