lead,frac,n_train,logistic,cnn,cnn_sd,gap
3,0.25,77,0.8391812865497076,0.8871020142949968,0.008801960483524383,-0.047920727745289216
3,0.5,154,0.8869395711500975,0.8843404808317089,0.015293830144171284,0.002599090318388564
3,0.75,231,0.9181286549707602,0.8900259909031839,0.02049231701195339,0.028102664067576333
3,1.0,309,0.9215399610136452,0.9004223521767382,0.008368581463542088,0.021117608836907054
6,0.25,76,0.5935672514619883,0.6203703703703703,0.0264627810626312,-0.02680311890838205
6,0.5,153,0.7266081871345029,0.7686809616634179,0.0282043591478431,-0.042072774528915
6,0.75,230,0.793859649122807,0.7673814165042235,0.017162177838930745,0.026478232618583508
6,1.0,307,0.8226120857699805,0.7707927225471085,0.010928452366182038,0.05181936322287195
